name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,star_avg_score,release_month,release_quarter,is_sequel
Russkies,2,1987,1987-11-06,0.4999999999999999,0.0005687582943917,Rick Rosenthal,Sheldon Lettich,Whip Hubley,0.7190388170055453,0.1003196859495765,0.0007687211015431,0.0002640612622128,0.1188118811881188,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4999999999999999,11,4,0
Any Which Way You Can,2,1980,1980-12-17,0.5675675675675674,0.007485525830585,Buddy Van Horn,Stanford Sherman,Clint Eastwood,0.7190388170055453,0.0421267594951642,0.024826459544277,0.000660153155532,0.1749174917491749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5675675675675674,12,4,0
Desperate Hours,8,1990,1990-10-05,0.472972972972973,0.0029854602046279,Michael Cimino,Joseph Hayes,Mickey Rourke,0.7190388170055453,0.0505537968016584,0.000963247679373,0.0026406126221283,0.1386138613861386,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6003861003861004,10,4,0
The Man Without a Face,6,1993,1993-08-25,0.6486486486486487,0.0116522532620267,Mel Gibson,Isabelle Holland,Mel Gibson,0.7190388170055453,0.1003196859495765,0.008696133007752,0.0013203063110641,0.1716171617161716,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6515444015444015,8,3,0
The Boogey Man,8,1980,1980-11-07,0.3648648648648648,0.0016104401522522,Ulli Lommel,Ulli Lommel,Suzanna Love,0.7190388170055453,0.0008342766933429,0.0277437378066639,0.0001320306311064,0.0627062706270627,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3648648648648648,11,4,0
The Death of Stalin,8,2017,2018-03-09,0.7162162162162162,0.0383193088232536,Armando Iannucci,Armando Iannucci,Steve Buscemi,0.1066807499339846,0.0365087346241681,0.0086559949219475,0.0003960918933192,0.1452145214521452,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7229729729729728,3,1,0
Bright Young Things,8,2003,2003-10-03,0.635135135135135,0.0022354492669684,Stephen Fry,Stephen Fry,Stephen Campbell Moore,0.1066807499339846,0.1003196859495765,0.0010203509314464,0.0001320306311064,0.1287128712871287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.635135135135135,10,4,0
From Up on Poppy Hill,2,2011,2011-07-16,0.7432432432432432,0.0158189806934684,Gorô Miyazaki,Tetsurô Sayama,Sarah Bolger,0.0099022973329812,0.0617898465436506,0.0215954432069153,0.000660153155532,0.0924092409240924,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,7,3,0
When a Man Loves a Woman,8,1994,1994-05-13,0.635135135135135,0.0087355440600175,Luis Mandoki,Ronald Bass,Meg Ryan,0.7190388170055453,0.1003196859495765,0.0175684334484108,0.017428043306047,0.2079207920792079,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4999999999999999,5,2,0
Time of the Wolf,8,2003,2003-10-08,0.635135135135135,0.0041521438854316,Michael Haneke,Michael Haneke,Isabelle Huppert,0.0349881172432004,0.1003196859495765,0.0001752008848449,0.000660153155532,0.1683168316831683,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162161,10,4,0
Up the Creek,8,1984,1984-04-06,0.4999999999999999,0.0013604365063657,Robert Butler,Jim Kouf,Tim Matheson,0.7190388170055453,0.1003196859495765,0.0041120298126242,0.007921837866385,0.1089108910891089,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4054054054054054,4,2,0
Idiocracy,8,2006,2007-01-25,0.635135135135135,0.0624863279256155,Mike Judge,Mike Judge,Luke Wilson,0.7190388170055453,0.1003196859495765,0.0001738501058314,0.03168735146554,0.0693069306930693,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6959459459459458,1,1,0
Bullets Over Broadway,8,1994,1995-02-24,0.7432432432432432,0.0149856352071801,Woody Allen,Woody Allen,John Cusack,0.7190388170055453,0.0561718216726545,0.0047004854860631,0.0097702667018748,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216216,2,1,0
No Country for Old Men,8,2007,2007-11-21,0.8378378378378377,0.3691574668797253,Ethan Coen,Joel Coen,Tommy Lee Jones,0.7190388170055453,0.0702168838501448,0.0602781998427565,0.0013203063110641,0.1947194719471947,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5935550935550935,11,4,0
Shotgun Stories,6,2007,2008-03-26,0.7162162162162162,0.0041521438854316,Jeff Nichols,Jeff Nichols,Michael Shannon,0.7190388170055453,0.1003196859495765,6.511204402495487e-05,0.0001320306311064,0.0957095709570957,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,3,1,0
Lore,5,2012,2012-09-20,0.7027027027027025,0.0062355076011525,Cate Shortland,Cate Shortland,Saskia Rosendahl,0.0120147874306839,0.1003196859495765,0.0008294717379264,0.0001320306311064,0.1518151815181518,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,9,3,0
At Play in the Fields of the Lord,8,1991,1991-12-06,0.6621621621621622,0.0012771019577368,Hector Babenco,Peter Matthiessen,Tom Berenger,0.7190388170055453,0.1011160206406233,0.0004725949391429,0.0003960918933192,0.4158415841584158,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.633204633204633,12,4,0
Unsane,8,2018,2018-03-23,0.6081081081081081,0.0174856716660451,Steven Soderbergh,Jonathan Bernstein,Claire Foy,0.7190388170055453,0.0042050916159405,0.0050200413073279,0.0002640612622128,0.1155115511551155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5675675675675674,3,1,0
Black & White,8,1999,2000-04-05,0.4054054054054054,0.0023187838155973,James Toback,James Toback,Ben Stiller,0.7190388170055453,0.0336997221886701,0.0019461339857146,0.0001320306311064,0.1155115511551155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5990990990990991,4,2,0
Wrongfully Accused,6,1998,1998-08-21,0.5675675675675674,0.00998556228945,Pat Proft,Pat Proft,Leslie Nielsen,0.0150514919461315,0.1003196859495765,0.0033797642909165,0.004753102719831,0.0792079207920792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5287162162162162,8,3,0
The Hunchback of Notre Dame,0,1996,1996-06-21,0.6891891891891891,0.0608196369530389,Gary Trousdale,Tab Murphy,Demi Moore,0.7190388170055453,0.2808928165124987,0.1142642940272864,0.002244520728809,0.0924092409240924,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5189189189189188,6,2,0
Remember,8,2015,2015-12-17,0.7567567567567567,0.00998556228945,Atom Egoyan,Benjamin August,Christopher Plummer,0.0246897280168999,0.1003196859495765,0.0014876305586833,0.0003960918933192,0.1023102310231023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5878378378378378,12,4,0
C.H.U.D.,8,1984,1984-08-31,0.4999999999999999,0.0045688166285758,Douglas Cheek,Parnell Hall,John Heard,0.7190388170055453,0.003502838507066,0.0016346020587149,0.0001320306311064,0.0825082508250825,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4999999999999999,8,3,0
Jo Nesbø's Headhunters,8,2011,2011-08-26,0.7567567567567567,0.0412360180252628,Morten Tyldum,Ulf Ryberg,Aksel Hennie,0.001584367573277,0.1003196859495765,0.0066598164352291,0.0003960918933192,0.1089108910891089,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,8,3,0
Half Past Dead,6,2002,2002-11-15,0.3648648648648648,0.0062355076011525,Don Michael Paul,Don Michael Paul,Morris Chestnut,0.7190388170055453,0.0365087346241681,0.0067549385321898,0.0073937153419593,0.1155115511551155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3648648648648648,11,4,0
Highlander: The Final Dimension,6,1994,1995-01-27,0.3513513513513513,0.0083188713168733,Andrew Morahan,Gregory Widen,Christopher Lambert,0.1066807499339846,0.0730258962856428,0.0043209373050376,0.0001320306311064,0.1188118811881188,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5482625482625482,1,1,0
Hard Target,8,1993,1993-08-20,0.5810810810810811,0.0191523626386218,John Woo,Chuck Pfarrer,Jean-Claude Van Damme,0.7190388170055453,0.0505537968016584,0.0260565370052299,0.049775547927119,0.1122112211221122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.552123552123552,8,3,0
Better Late Than Never,2,1983,1983-04-15,0.527027027027027,3.333381945153367e-05,Bryan Forbes,Gwen Davis,David Niven,0.1066807499339846,0.1003196859495765,0.0277437378066639,0.0023765513599155,0.0858085808580858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3243243243243243,4,2,0
Keanu,8,2016,2016-04-29,0.5945945945945946,0.0195690353817659,Peter Atencio,Jordan Peele,Keegan-Michael Key,0.7190388170055453,0.0421267594951642,0.0072529822743858,0.0001320306311064,0.1221122112211221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5945945945945946,4,2,0
Mirror Mirror,2,2012,2012-03-30,0.4999999999999999,0.0354025996212444,Tarsem Singh,Marc Klein,Lily Collins,0.7190388170055453,0.2387576299800279,0.064279033077429,0.0021124900977026,0.1419141914191419,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4999999999999999,3,1,0
Gross Anatomy,6,1989,1989-10-20,0.5675675675675674,0.0014854383293089,Thom Eberhardt,Mark Spragg,Matthew Modine,0.7190388170055453,0.0238681786644269,0.0040756188372959,0.0001320306311064,0.1518151815181518,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432433,10,4,0
The Man in the Iron Mask,6,1998,1998-03-13,0.6216216216216215,0.0666530553570572,Randall Wallace,Alexandre Dumas,Leonardo DiCaprio,0.0349881172432004,0.0983070082051253,0.0642616057101248,0.005413255875363,0.2277227722772277,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6993243243243243,3,1,0
Hard Candy,8,2005,2006-04-28,0.7027027027027025,0.0649863643844806,David Slade,Brian Nelson,Patrick Wilson,0.7190388170055453,0.0026601347764166,0.0024662077886554,0.002244520728809,0.1353135313531353,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,4,2,0
Flight of the Navigator,2,1986,1986-08-01,0.6756756756756757,0.0187356898954776,Randal Kleiser,Mark H. Baker,Joey Cramer,0.7190388170055453,0.0252726848821759,0.0065200915871441,0.0162397676260892,0.0891089108910891,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6756756756756757,8,3,0
The Shape of Water,8,2017,2017-12-22,0.7297297297297297,0.1608210953076399,Guillermo del Toro,Guillermo del Toro,Sally Hawkins,0.7190388170055453,0.0544864142113557,0.0686041916546881,0.0002640612622128,0.198019801980198,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6891891891891891,12,4,0
Brick Mansions,6,2014,2014-04-25,0.5135135135135135,0.0170689989229009,Camille Delamarre,Luc Besson,Paul Walker,0.0349881172432004,0.0786439211566389,0.0250826320095836,0.0021124900977026,0.0891089108910891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5585585585585585,4,2,0
Punisher: War Zone,8,2008,2008-12-05,0.5405405405405405,0.0254024537857843,Lexi Alexander,Nick Santora,Ray Stevenson,0.7190388170055453,0.0983070082051253,0.0035687764170325,0.0076577766041721,0.132013201320132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5405405405405405,12,4,0
How to Talk to Girls at Parties,8,2017,2018-05-25,0.5135135135135135,0.0041521438854316,John Cameron Mitchell,Philippa Goslett,Elle Fanning,0.1066807499339846,0.1003196859495765,0.0001353673038258,0.0001320306311064,0.1287128712871287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6297297297297297,5,2,0
Bullet to the Head,8,2012,2013-02-01,0.5135135135135135,0.0199857081249101,Walter Hill,Alessandro Camon,Sylvester Stallone,0.7190388170055453,0.1263971325601058,0.0077081154269986,0.000660153155532,0.0957095709570957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5646718146718146,2,1,0
How the Grinch Stole Christmas,2,2000,2000-11-17,0.5810810810810811,0.0912367472025633,Ron Howard,Dr. Seuss,Jim Carrey,0.7190388170055453,0.3455001025289539,0.1277012553661795,0.049775547927119,0.1353135313531353,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6831831831831832,11,4,0
For the Boys,8,1991,1991-11-27,0.6081081081081081,0.002193781992654,Mark Rydell,Neal Jimenez,Bette Midler,0.7190388170055453,0.1123520703826155,0.0081489747860884,0.0005281225244256,0.2475247524752475,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5837837837837838,11,4,0
Survival of the Dead,8,2009,2010-05-06,0.4054054054054054,0.0087355440600175,George A. Romero,George A. Romero,Alan Van Sprang,0.7190388170055453,0.0112276227046857,0.0001354884735501,0.0001320306311064,0.0891089108910891,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4054054054054054,5,2,0
Savages,8,2012,2012-07-06,0.6216216216216215,0.0524861820901554,Oliver Stone,Shane Salerno,Aaron Taylor-Johnson,0.7190388170055453,0.1263971325601058,0.0291389806461162,0.0003960918933192,0.2244224422442244,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7364864864864864,7,3,0
Heaven Knows What,8,2014,2015-05-29,0.6621621621621622,0.0029437929303135,Benny Safdie,Arielle Holmes,Arielle Holmes,0.0349881172432004,0.1003196859495765,2.9540125135395137e-05,0.0002640612622128,0.1122112211221122,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621622,5,2,0
American Warrior,8,1985,1985-08-30,0.4864864864864864,0.0058188348580083,Sam Firstenberg,Paul De Mielche,Michael Dudikoff,0.7190388170055453,0.0028005853981915,0.0036875582197257,0.0021124900977026,0.1056105610561056,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,8,3,0
